"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Aug 10 10:41:37 GMT 2024","Sat Aug 10 10:41:37 GMT 2024","0","ui","playwright_test","","","","No runnable",""
"passed","Sat Aug 10 10:41:38 GMT 2024","Sat Aug 10 10:41:38 GMT 2024","356","ui","todos_test","","","","test_todos",""
"failed","Sat Aug 10 10:41:38 GMT 2024","Sat Aug 10 10:41:42 GMT 2024","3770","ui","you_tube_test","TestYouTube","","","Youtube search",""
"passed","Sat Aug 10 10:41:37 GMT 2024","Sat Aug 10 10:41:37 GMT 2024","156","api_tests","api_test","","","","Cat Fact API",""
